EY_PV_Serial_Number,Parent Facility,Grouped / Standalone,Site Type,"Site Name 
(English)",City,latitude,longitude,Site Status,Year of Construction
697,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.19 Ph.2,Khaybar,25.501361,39.381194,Out of Service,2010
698,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.20 Ph.2,Khaybar,25.504389,39.380083,Out of Service,2010
699,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.21 Ph.2,Khaybar,25.506222,39.389694,Working,2010
700,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.22 Ph.2,Khaybar,25.502028,39.387528,Working,2010
701,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.23 Ph.2,Khaybar,25.499167,39.384833,Working,2010
702,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.24 Ph.2,Khaybar,25.498972,39.39375,Working,2010
703,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.25 Ph.2,Khaybar,25.496833,39.39075,Out of Service,2010
704,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.26 Ph.2,Khaybar,25.495417,39.398333,Out of Service,2010
705,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.27 Ph.2,Khaybar,25.492556,39.401889,Out of Service,2010
706,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.28 Ph.2,Khaybar,25.488389,39.398417,Out of Service,2010
707,Standalone,Standalone,WELL ABSTRACTION (WABS),Al SALSALAH OLD WEL,Khaybar,25.32142931,39.38073319,Out of Service,2007
708,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.5 Ph.1,Khaybar,25.324083,39.385861,Out of Service,2010
709,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.6 Ph.1,Khaybar,25.3245,39.387917,Out of Service,2010
710,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.7 Ph.1,Khaybar,25.323433,39.383483,Out of Service,2010
711,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.8 Ph.1,Khaybar,25.32095,39.389117,Working,2010
712,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.9 Ph.1,Khaybar,25.318583,39.390683,Working,2010
713,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.10 Ph.1,Khaybar,25.32225,39.394583,Working,2010
714,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.11 Ph.1,Khaybar,25.321183,39.401883,Out of Service,2010
715,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.12 Ph.1,Khaybar,25.316917,39.401883,Out of Service,2010
716,Standalone,Standalone,WELL ABSTRACTION (WABS),AL SALSALAH WELL NO.13 Ph.1,Khaybar,25.705179,39.303816,Working,2010
717,Standalone,Standalone,WELL ABSTRACTION (WABS),Douile Well - Badiya resource,Khaybar,26.058507,39.428438,Working,2012
718,Standalone,Standalone,WELL ABSTRACTION (WABS),Rahba Al-Hussaini Well ,Khaybar,25.58275,39.417611,Out of Service,2010
719,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.4,Khaybar,26.04296,39.22435,Out of Service,2010
720,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.5,Khaybar,25.58055,39.23586,Out of Service,2010
721,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.6 Ph.1,Khaybar,25.966916,39.386899,Out of Service,2010
722,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.7 Ph.1,Khaybar,25.968462,39.39113,Out of Service,2010
723,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.8 Ph.1,Khaybar,25.968944,39.395389,Out of Service,2010
724,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.9 Ph.1,Khaybar,25.965357,39.384043,Out of Service,2010
725,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.10,Khaybar,25.5892,39.24133,Out of Service,2010
726,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.11 Ph.1,Khaybar,25.970389,39.406778,Out of Service,2010
727,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.12 Ph.1,Khaybar,25.971944,39.410111,Out of Service,2010
728,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.13 Ph.1,Khaybar,25.974694,39.409972,Out of Service,2010
729,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.14 Ph.2,Khaybar,25.963389,39.407167,Out of Service,2011
730,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.15 Ph.2,Khaybar,25.963472,39.409889,Transfer to other department,2011
731,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.16 Ph.2,Khaybar,25.965944,39.4135,Out of Service,2011
732,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.17 Ph.2,Khaybar,25.962889,39.414278,Out of Service,2011
733,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.18 Ph.2,Khaybar,25.961863,39.416216,Out of Service,2011
734,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.19 Ph.2,Khaybar,25.961222,39.417528,Out of Service,2011
735,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.20 Ph.2,Khaybar,25.965722,39.417167,Out of Service,2011
736,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.21 Ph.2,Khaybar,25.967611,39.416139,Out of Service,2011
737,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.22 Ph.2,Khaybar,25.968583,39.411083,Transfer to other department,2011
738,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.23 Ph.2,Khaybar,25.963884,39.41243,Out of Service,2011
739,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.24 ,Khaybar,25.966315,39.400681,Out of Service,2013
740,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.25,Khaybar,25.97075,39.417917,Out of Service,2015
741,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.26,Khaybar,25.968222,39.423278,Out of Service,2015
742,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.27,Khaybar,25.958283,39.408818,Out of Service,2015
743,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.28,Khaybar,25.956667,39.426111,Out of Service,2015
744,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.29,Khaybar,25.952778,39.427194,Out of Service,2015
745,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.30,Khaybar,25.947222,39.421944,Out of Service,2015
746,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.31,Khaybar,25.943583,39.421194,Out of Service,2015
747,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.32,Khaybar,25.942111,39.416639,Out of Service,2015
748,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.33,Khaybar,25.946944,39.416222,Out of Service,2015
749,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.34,Khaybar,25.952667,39.415139,Out of Service,2015
750,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.1,Khaybar,25.967588,39.407377,Working,2015
751,Standalone,Standalone,WELL ABSTRACTION (WABS),AL ESHASH WELL NO.2,Khaybar,25.967,39.410209,Working,2015
752,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.5 KHAYBAR Ph.2 ,Khaybar,25.705439,39.315694,Transfer to other department,2009
753,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.6 KHAYBAR Ph.2 ,Khaybar,25.710281,39.312748,Transfer to other department,2009
754,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.7 KHAYBAR Ph.2 ,Khaybar,25.70519,39.319063,Transfer to other department,2009
755,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.8 KHAYBAR Ph.2 ,Khaybar,25.705875,39.321994,Transfer to other department,2009
756,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.9 KHAYBAR Ph.2 ,Khaybar,25.70841,39.319706,Transfer to other department,2009
757,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.10 KHAYBAR Ph.2 ,Khaybar,25.711771,39.319181,Transfer to other department,2009
758,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.11 KHAYBAR Ph.2 ,Khaybar,25.707175,39.314756,Transfer to other department,2009
759,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.12 KHAYBAR Ph.2 ,Khaybar,25.706572,39.29991,Transfer to other department,2011
760,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.13 KHAYBAR Ph.2 ,Khaybar,25.705179,39.303816,Transfer to other department,2011
761,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.14 KHAYBAR Ph.2 ,Khaybar,25.70758,39.302382,Transfer to other department,2011
762,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.15 KHAYBAR Ph.2 ,Khaybar,25.706705,39.303277,Transfer to other department,2011
763,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.16 KHAYBAR Ph.2 ,Khaybar,25.706686,39.305766,Transfer to other department,2011
764,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.17 KHAYBAR Ph.2 ,Khaybar,25.707334,39.306694,Transfer to other department,2011
765,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.18 KHAYBAR Ph.2 ,Khaybar,25.708375,39.301627,Out of Service,2011
766,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.19 KHAYBAR Ph.2 ,Khaybar,25.705586,39.308886,Out of Service,2011
767,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.20 KHAYBAR Ph.3 ,Khaybar,25.690348,39.354564,Out of Service,2011
768,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.21 KHAYBAR Ph.3 ,Khaybar,25.693836,39.356338,Transfer to other department,2011
769,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.22 KHAYBAR Ph.3 ,Khaybar,25.696904,39.350512,Out of Service,2011
770,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.23 KHAYBAR Ph.3 ,Khaybar,25.698996,39.346518,Out of Service,2011
771,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.24 KHAYBAR Ph.3 ,Khaybar,25.702389,39.344278,Out of Service,2011
772,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.25 KHAYBAR Ph.3 ,Khaybar,25.702019,39.340502,Out of Service,2011
773,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.26 KHAYBAR Ph.3 ,Khaybar,25.703917,39.332333,Out of Service,2011
774,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.27 KHAYBAR Ph.3 ,Khaybar,25.706917,39.331111,Out of Service,2011
775,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.28 KHAYBAR Ph.3 ,Khaybar,25.704838,39.326917,Out of Service,2013
776,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.29 KHAYBAR Ph.3 ,Khaybar,25.689361,39.3575,Out of Service,2013
777,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.30 KHAYBAR Ph.3 ,Khaybar,25.703611,39.329861,Transfer to other department,2013
778,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.31 KHAYBAR Ph.3 ,Khaybar,25.705767,39.341514,Out of Service,2013
779,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.32 KHAYBAR Ph.3 ,Khaybar,25.705248,39.346194,Out of Service,2013
780,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.33 KHAYBAR Ph.3 ,Khaybar,25.694087,39.340226,Out of Service,2013
781,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.34 KHAYBAR Ph.3 ,Khaybar,25.69151,39.358496,Out of Service,2013
782,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.35 KHAYBAR Ph.3 ,Khaybar,25.695406,39.360858,Out of Service,2013
783,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.36 KHAYBAR Ph.3 ,Khaybar,25.686258,39.353467,Out of Service,2013
784,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.37 KHAYBAR Ph.3 ,Khaybar,25.684117,39.361889,Out of Service,2013
785,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.38 KHAYBAR Ph.3 ,Khaybar,25.688387,39.355698,Out of Service,2013
786,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.39 KHAYBAR Ph.3 ,Khaybar,25.691889,39.356556,Out of Service,2013
787,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.40 KHAYBAR Ph.3 ,Khaybar,25.694471,39.358681,Out of Service,2013
788,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.41 KHAYBAR Ph.4,Khaybar,25.719805,39.330975,Out of Service,2013
789,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.42 KHAYBAR Ph.4,Khaybar,25.720956,39.335694,Out of Service,2013
790,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.43 KHAYBAR Ph.4,Khaybar,25.723797,39.334091,Out of Service,2013
791,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.44 KHAYBAR Ph.4,Khaybar,25.727359,39.335769,Out of Service,2013
792,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.45 KHAYBAR Ph.4,Khaybar,25.73225,39.344071,Transfer to other department,2013
793,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.46 KHAYBAR Ph.4,Khaybar,25.735642,39.341045,Out of Service,2013
794,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.47 KHAYBAR Ph.4,Khaybar,25.735943,39.347816,Out of Service,2013
795,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.48 KHAYBAR Ph.4,Khaybar,25.734314,39.351651,Out of Service,2013
796,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.49 KHAYBAR Ph.4,Khaybar,25.731142,39.356996,Out of Service,2013
797,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.50 KHAYBAR Ph.4,Khaybar,25.732781,39.361942,Out of Service,2013
798,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.51 KHAYBAR Ph.4,Khaybar,25.734675,39.367044,Out of Service,2015
799,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.52 KHAYBAR Ph.4,Khaybar,25.735917,39.372037,Out of Service,2015
800,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.53 KHAYBAR Ph.4,Khaybar,25.734083,39.369667,Out of Service,2015
801,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.54 KHAYBAR Ph.4,Khaybar,25.729778,39.358972,Out of Service,2015
802,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.55 KHAYBAR Ph.4,Khaybar,25.73,39.349083,Out of Service,2015
803,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.56 KHAYBAR Ph.4,Khaybar,25.718513,39.336281,Out of Service,2015
804,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.57 KHAYBAR Ph.4,Khaybar,25.721517,39.3328,Out of Service,2015
805,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.58 KHAYBAR Ph.4,Khaybar,25.720332,39.326991,Out of Service,2015
806,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.59 KHAYBAR Ph.4,Khaybar,25.712165,39.328656,Out of Service,2015
807,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.60 KHAYBAR Ph.4,Khaybar,25.4359,39.21435,Out of Service,2015
808,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.61 KHAYBAR Ph.4,Khaybar,25.44054,39.22021,Out of Service,2015
809,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.62 KHAYBAR Ph.4,Khaybar,25.44086,39.22193,Out of Service,2015
810,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.63 KHAYBAR Ph.4,Khaybar,25.44027,39.22108,Out of Service,2015
811,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.64 KHAYBAR Ph.4,Khaybar,25.43472,39.21323,Out of Service,2015
812,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.65 KHAYBAR Ph.4,Khaybar,25.4348,39.20567,Out of Service,2015
813,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.66 KHAYBAR Ph.4,Khaybar,25.43404,39.20227,Out of Service,2015
814,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.67 KHAYBAR Ph.4,Khaybar,25.4306,39.20111,Out of Service,2015
815,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.68 KHAYBAR Ph.4,Khaybar,25.43175,39.19576,Out of Service,2015
816,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.69 KHAYBAR Ph.4,Khaybar,25.4334,39.19374,Out of Service,2015
817,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.70 KHAYBAR Ph.4,Khaybar,25.42439,39.1943,Out of Service,2015
818,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.71 KHAYBAR Ph.4,Khaybar,25.7061,39.2987,Transfer to other department,2015
819,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Jarf Well 1,Khaybar,26.09211,39.28174,Out of Service,2011
820,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Jarf Well 2,Khaybar,26.09228,39.28163,Out of Service,2011
872,Standalone,Standalone,WASTE WATER TREATMENT PLANT (WWTP),Khyber,Khaybar,25.758886,39.219284,Working,2012
907,18,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Raw Desalination Tank ,Khaybar,25.322312,39.386332,Working,2012
908,18,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Product Desalination tank  1,Khaybar,25.322507,39.38631,Working,2012
920,201,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alachach  Well Reservoir 2,Khaybar,25.968043,39.410845,Working,2009
922,922,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Khaybar Tank 2,Khaybar,25.697547,39.289895,Working,2009
972,11,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Alsumd Raw tank purification,Khaybar,25.491403,39.348634,Working,2010
980,18,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Desalination Tank Product 2,Khaybar,25.322519,39.386446,Working,2012
1002,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Bir al-Dahad reservoir,Khaybar,25.632738,39.712148,Working,2000
1005,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Samha well Reservoir ,Khaybar,25.915109,39.367725,Working,2000
1095,202,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Abar Ashra  Reservoir,Khaybar,26.117327,38.841977,Working,2007
1096,35,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Thamad Raw Tank 2,Khaybar,25.491496,39.349379,Working,2020
1104,18,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Salsala Operational Tank 1,Khaybar,25.321211,39.382131,Working,1990
1105,34,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Salsala Raw Tank 2,Khaybar,25.321638,39.384681,Working,2020
1107,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Ghazwah Operational Tank,Khaybar,25.680851,39.29712,Out of service,1998
1116,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Douil Operational Well Reservoir,Khaybar,26.059044,39.427552,Out of Service,1990
1117,11,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Al Thamad Product Tank Purification ,Khaybar,25.491438,39.348804,Working,2010
1122,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Hafira Center Tank,Khaybar,26.444664,39.251292,Out of Service,1990
1130,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Khaybar Reservoir 3,Khaybar,25.705701,39.300391,CWIP,2009
1131,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Salsala Operational Tank ,Khaybar,25.321468,39.384234,CWIP,2022
1132,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Thamad Operational Tank ,Khaybar,25.490178,39.348962,CWIP,2022
1133,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Al Ashash Operational tank 1,Khaybar,26.016266,39.34205,CWIP,2022
1149,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Zibran Well Reservoir,Khaybar,25.523378,39.227299,Working,2000
1150,922,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Khyber Reservoir 1,Khaybar,25.705869,39.299361,Working,2009
1154,203,Grouped,POTABLE WATER STORAGE TANKS (WTNK),Aqeela Al Salsala Well Reservoir 2,Khaybar,25.153132,39.486686,Working,2000
2117,Standalone,Standalone,WATER FILLING STATION (WFLS),Sheb AL Thamad 2,Khaybar,25.4906148,39.3492957,CWIP,2022
2118,Standalone,Standalone,WATER FILLING STATION (WFLS),Sheb Al Salsalah 2,Khaybar,25.3228416,39.3839824,CWIP,2022
2119,Standalone,Standalone,WELL ABSTRACTION (WABS),Al Salsalah 1 Well,Khaybar,25.322421,39.387935,Out of Service,2011
2120,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.1,Khaybar,25.491574,39.347866,Out of Service,2009
2121,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.2,Khaybar,25.492844,39.348545,Out of Service,2009
2122,Standalone,Standalone,WELL ABSTRACTION (WABS),AL THAMAD WELL NO.3,Khaybar,25.492928,39.349955,Out of Service,2009
2123,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.1 KHAYBAR,Khaybar,25.70594,39.301304,Transfer to other department,2009
2124,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.2 KHAYBAR,Khaybar,25.706451,39.304851,Transfer to other department,2009
2125,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.3 KHAYBAR,Khaybar,25.706729,39.308268,Transfer to other department,2009
2126,Standalone,Standalone,WELL ABSTRACTION (WABS),WEEL NO.4 KHAYBAR,Khaybar,25.704409,39.311308,Transfer to other department,2009
2129,Standalone,Standalone,WATER FILLING STATION (WFLS),Al Dahhad ,Khaybar,25.633147,39.712367,Out of Service,2000
2259,Standalone,Standalone,POTABLE WATER STORAGE TANKS (WTNK),Khaybar Old Water Tower,Khaybar,25.721841,39.275647,Working,2001
5,5,Grouped,WATER TREATMENT PLANT (WTRP),Wadi Al-Fara,Wadi Al Fara,23.456302,39.851618,Standby,2005
12,12,Grouped,WATER TREATMENT PLANT (WTRP),Om Al-Barak,Wadi Al Fara,23.430639,39.228556,Working,2010
16,16,Grouped,WATER TREATMENT PLANT (WTRP),Abo Dhabaa,Wadi Al Fara,23.201164,39.553629,Standby,2010
23,23,Grouped,WATER TREATMENT PLANT (WTRP),Al-Akhal,Wadi Al Fara,23.306748,39.877709,Working,2019
76,76,Grouped,WATER PUMPING STATION (WPUS),Al-Yatmah Pumping Station ,Wadi Al Fara,23.71427,39.790378,Working,2009
93,1123,Grouped,WATER PUMPING STATION (WPUS),Wadi Al-Fara Pumping Station ,Wadi Al Fara,23.456272,39.852356,Working,2018
94,Standalone,Standalone,WATER PUMPING STATION (WPUS),Abu Dabba Pumping station,Wadi Al Fara,23.201581,39.553605,Standby,2009
119,Standalone,Standalone,WATER PUMPING STATION (WPUS),Al-Hindia,Wadi Al Fara,23.646428,39.741785,Working,2005
193,193,Grouped,WATER FILLING STATION (WFLS),Wadi Farea Governorate / Al-Akhal Purification Sheeb and Reservoir(Tank),Wadi Al Fara,23.285157,39.934336,Working,2019
194,Standalone,Standalone,WATER FILLING STATION (WFLS),Wadi Farea Governorate / Um Al Barak Sheeb and Reservoir(Tank),Wadi Al Fara,23.4305,39.228694,Working,2015
195,Standalone,Standalone,WATER FILLING STATION (WFLS),Wadi Farea Governorate / Malah Sheeb and Reservoir(Tank),Wadi Al Fara,23.056112,39.932532,Working,2018
196,Standalone,Standalone,WATER FILLING STATION (WFLS),Wadi Farea Governorate / Abu Dhabaa Sheeb and Reservoir(Tank),Wadi Al Fara,23.201476,39.553867,Standby,1995
198,Standalone,Standalone,WATER FILLING STATION (WFLS),Wadi Farea Governorate / AL-Yatmah Sheeb and Reservoir(Tank),Wadi Al Fara,23.712906,39.787784,Working,2009
384,Standalone,Standalone,WELL ABSTRACTION (WABS),Om Dhabaa Well,Wadi Al Fara,23.185518,39.534794,Out of service,1990
821,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Faqer Well 1,Wadi Al Fara,23.438134,39.720126,Out of service,1990
822,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Faqer Well 2,Wadi Al Fara,23.436754,39.716074,Out of service,1990
823,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Zubira Well,Wadi Al Fara,23.454143,39.764959,Out of service,1995
824,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Fareesh Well 1,Wadi Al Fara,23.534482,39.872364,Working,1990
825,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Fareesh Well 2,Wadi Al Fara,23.534498,39.873127,Out of service,1990
826,Standalone,Standalone,WELL ABSTRACTION (WABS),Um Al-Eyal Well 1,Wadi Al Fara,23.260604,39.562912,Out of service,1990
827,Standalone,Standalone,WELL ABSTRACTION (WABS),Um Al-Eyal Well 2,Wadi Al Fara,23.263523,39.562072,Out of service,1990
828,Standalone,Standalone,WELL ABSTRACTION (WABS),Abu Dabba Well 2,Wadi Al Fara,23.184934,39.534759,Out of service,1995
829,Standalone,Standalone,WELL ABSTRACTION (WABS),Akhol Well 1,Wadi Al Fara,23.285161,39.934147,Out of service,2007
830,Standalone,Standalone,WELL ABSTRACTION (WABS),Akhol Well 2,Wadi Al Fara,23.322953,40.023663,Out of Service,2007
831,Standalone,Standalone,WELL ABSTRACTION (WABS),Akhol Well 3,Wadi Al Fara,23.30667,39.878038,Working,2007
832,Standalone,Standalone,WELL ABSTRACTION (WABS),Meghsel Well 1,Wadi Al Fara,23.100134,39.772239,Out of Service,2007
833,Standalone,Standalone,WELL ABSTRACTION (WABS),Jarnafa Well 1,Wadi Al Fara,23.062698,39.92785,Out of service,2011
834,Standalone,Standalone,WELL ABSTRACTION (WABS),Jarnafa Well 2,Wadi Al Fara,23.056094,39.93246,Out of service,2011
835,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Mawareed Well,Wadi Al Fara,22.937411,39.922652,Out of service,2011
836,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-Rehab Well,Wadi Al Fara,23.29438,39.941301,Out of service,2011
837,Standalone,Standalone,WELL ABSTRACTION (WABS),Al-hamna Well No.2,Wadi Al Fara,23.01725,39.902,Out of service,2011
